id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7478068,1/1/2010 15:33,483,2121,$95.00 ,Swipe Transaction,39549,Burlington,WA,98233,5912,
7478069,1/1/2010 15:33,1752,3880,$33.52 ,Swipe Transaction,22204,Abbeville,LA,70510,5541,
7478070,1/1/2010 15:34,161,5588,$45.20 ,Swipe Transaction,13369,Waco,TX,76707,5912,
7478071,1/1/2010 15:34,1463,5499,$120.00 ,Swipe Transaction,27092,Newburgh,NY,12550,4829,
7478072,1/1/2010 15:34,1666,178,$8.19 ,Swipe Transaction,25887,Rincon,GA,31326,5814,
7478073,1/1/2010 15:35,115,38,($260.00),Swipe Transaction,92822,Highland,WI,53543,3395,
7478075,1/1/2010 15:35,320,3384,$79.00 ,Swipe Transaction,59935,Tucson,AZ,85710,5499,
7478076,1/1/2010 15:35,650,3717,$32.22 ,Swipe Transaction,20519,Fort Worth,TX,76114,5942,
7478078,1/1/2010 15:35,1237,2092,$25.00 ,Swipe Transaction,1631,Waukegan,IL,60085,5813,
7478079,1/1/2010 15:35,1520,3329,$38.30 ,Swipe Transaction,46284,San Francisco,CA,94112,5411,
7478080,1/1/2010 15:36,473,5099,$48.38 ,Swipe Transaction,44306,Detroit,MI,48235,7832,
7478081,1/1/2010 15:36,714,2958,$113.80 ,Swipe Transaction,135,West Linn,OR,97068,5411,
7478083,1/1/2010 15:37,274,4564,$43.05 ,Swipe Transaction,64951,Washington,DC,20011,5813,
7478084,1/1/2010 15:37,335,5131,$169.76 ,Swipe Transaction,77460,West Palm Beach,FL,33411,7996,
7478085,1/1/2010 15:37,476,1070,$48.77 ,Swipe Transaction,22204,Alburtis,PA,18011,5541,
7478086,1/1/2010 15:37,557,5570,$13.91 ,Online Transaction,15143,ONLINE,,,4784,
7478087,1/1/2010 15:37,1058,1102,$36.51 ,Online Transaction,39021,ONLINE,,,4784,
7478089,1/1/2010 15:37,1788,2538,$14.26 ,Swipe Transaction,7082,Raceland,LA,70394,5300,
7478091,1/1/2010 15:37,1858,2146,$37.21 ,Swipe Transaction,59935,Pacoima,CA,91331,5499,
7478090,1/1/2010 15:37,1858,2146,$61.00 ,Swipe Transaction,59935,Pacoima,CA,91331,5499,
7478092,1/1/2010 15:38,757,5458,$40.16 ,Swipe Transaction,25757,Brooklyn,NY,11235,7538,
7478093,1/1/2010 15:38,979,5421,($273.00),Swipe Transaction,52923,Brockport,NY,14420,3504,
7478094,1/1/2010 15:38,1776,4938,$66.00 ,Swipe Transaction,61195,Nashport,OH,43830,5541,
7478095,1/1/2010 15:39,229,5942,$0.91 ,Swipe Transaction,33054,Solon,IA,52333,7230,
7478096,1/1/2010 15:39,613,1191,$2.46 ,Swipe Transaction,70984,Lombard,IL,60148,4121,
7478097,1/1/2010 15:39,773,2570,$40.59 ,Online Transaction,39021,ONLINE,,,4784,
7478098,1/1/2010 15:39,1629,4290,$16.46 ,Swipe Transaction,1631,Fort Lauderdale,FL,33313,5813,
7478099,1/1/2010 15:39,1752,3880,($71.00),Swipe Transaction,22204,Abbeville,LA,70510,5541,
7478100,1/1/2010 15:40,106,2124,$6.92 ,Swipe Transaction,30928,Indianapolis,IN,46203,5541,
7478101,1/1/2010 15:40,1313,4183,$47.46 ,Online Transaction,73186,ONLINE,,,4814,
7478102,1/1/2010 15:41,366,2934,$9.56 ,Swipe Transaction,99370,Oshkosh,WI,54901,5311,
7478103,1/1/2010 15:41,716,4715,$60.79 ,Swipe Transaction,37369,Joshua Tree,CA,92252,4111,
7478104,1/1/2010 15:41,720,2516,$16.01 ,Swipe Transaction,32175,Detroit,MI,48221,7538,
7478106,1/1/2010 15:43,511,1038,$14.81 ,Online Transaction,16798,ONLINE,,,4121,
7478107,1/1/2010 15:43,961,2201,$0.00 ,Swipe Transaction,27092,Wilkes Barre,PA,18706,4829,
7478108,1/1/2010 15:43,1613,4549,$20.21 ,Swipe Transaction,92741,Belgrade,ME,4917,5813,
7478109,1/1/2010 15:43,1668,4185,($64.00),Swipe Transaction,26810,Danville,NH,3819,5541,
7478110,1/1/2010 15:43,1817,2530,$29.40 ,Swipe Transaction,90755,Pearland,TX,77584,4121,
7478111,1/1/2010 15:43,1971,3293,$11.25 ,Swipe Transaction,91128,Phoenix,NY,13135,5411,
7478112,1/1/2010 15:44,176,2603,$94.07 ,Swipe Transaction,22465,Atlanta,GA,30317,7538,
7478114,1/1/2010 15:44,869,5490,$16.42 ,Swipe Transaction,53517,Tucker,GA,30084,5411,
7478115,1/1/2010 15:44,1156,3280,$76.61 ,Online Transaction,39021,ONLINE,,,4784,
7478116,1/1/2010 15:45,27,2417,$10.92 ,Swipe Transaction,59935,Brookhaven,MS,39601,5499,
7478117,1/1/2010 15:45,1098,5179,$62.87 ,Swipe Transaction,50867,Hawarden,IA,51023,5541,
7478118,1/1/2010 15:45,1940,3859,$19.55 ,Swipe Transaction,81922,Corona,NY,11368,5813,Technical Glitch
7478119,1/1/2010 15:46,320,3384,($79.00),Swipe Transaction,59935,Tucson,AZ,85710,5499,
7478120,1/1/2010 15:46,613,3799,$10.65 ,Swipe Transaction,37630,Lombard,IL,60148,5812,
7478121,1/1/2010 15:46,1858,2146,($61.00),Swipe Transaction,59935,Pacoima,CA,91331,5499,
7478122,1/1/2010 15:47,476,1070,$93.00 ,Swipe Transaction,22204,Alburtis,PA,18011,5541,
7478123,1/1/2010 15:48,1228,15,$1.49 ,Swipe Transaction,75781,Austin,TX,78717,5411,
7478124,1/1/2010 15:48,1519,2476,$214.85 ,Online Transaction,32480,ONLINE,,,4899,
7478125,1/1/2010 15:48,1559,2920,$28.64 ,Swipe Transaction,1770,Acworth,GA,30101,5912,
7478126,1/1/2010 15:49,908,5154,$13.58 ,Swipe Transaction,20561,Garner,NC,27529,5912,
7478127,1/1/2010 15:49,1528,2491,$41.81 ,Swipe Transaction,86959,Shreveport,LA,71107,5311,
7478128,1/1/2010 15:49,1703,2969,$7.65 ,Swipe Transaction,75781,Fruita,CO,81521,5411,
7478130,1/1/2010 15:50,580,5109,$30.55 ,Swipe Transaction,49239,Celina,OH,45822,5813,
7478131,1/1/2010 15:50,1712,3291,$18.08 ,Online Transaction,16798,ONLINE,,,4121,
7478132,1/1/2010 15:50,1776,4938,$43.58 ,Swipe Transaction,61195,Nashport,OH,43830,5541,
7478134,1/1/2010 15:51,27,2417,($68.00),Swipe Transaction,59935,Brookhaven,MS,39601,5499,
7478133,1/1/2010 15:51,27,2417,$68.00 ,Swipe Transaction,59935,Brookhaven,MS,39601,5499,
7478135,1/1/2010 15:51,115,38,$98.07 ,Swipe Transaction,92822,Highland,WI,53543,3395,
7478136,1/1/2010 15:51,564,5887,$40.00 ,Swipe Transaction,27092,Randolph,ME,4346,4829,
7478137,1/1/2010 15:51,1147,2042,($413.00),Swipe Transaction,16790,Houston,TX,77060,3389,
7478139,1/1/2010 15:52,476,1070,($93.00),Swipe Transaction,22204,Alburtis,PA,18011,5541,
7478141,1/1/2010 15:52,1686,2617,$155.90 ,Swipe Transaction,79927,Louisville,CO,80027,5912,
7478142,1/1/2010 15:53,979,5421,$129.62 ,Swipe Transaction,52923,Brockport,NY,14420,3504,
7478143,1/1/2010 15:53,1098,5179,$69.00 ,Swipe Transaction,50867,Hawarden,IA,51023,5541,
7478144,1/1/2010 15:53,1428,5116,$9.79 ,Online Transaction,16798,ONLINE,,,4121,
7478145,1/1/2010 15:53,1484,4242,$2.78 ,Swipe Transaction,75781,Show Low,AZ,85901,5411,
7478146,1/1/2010 15:53,1752,3880,$71.00 ,Swipe Transaction,22204,Abbeville,LA,70510,5541,
7478147,1/1/2010 15:53,1874,2106,$12.52 ,Swipe Transaction,4312,Miami,FL,33175,5411,
7478148,1/1/2010 15:54,790,3350,$8.94 ,Swipe Transaction,32858,Lakeside,CA,92040,5311,
7478149,1/1/2010 15:54,1473,3839,$100.29 ,Swipe Transaction,81833,Nixa,MO,65714,5912,
7478150,1/1/2010 15:54,1736,113,$53.17 ,Swipe Transaction,61195,Brooklyn,NY,11211,5541,
7478152,1/1/2010 15:55,164,3210,$134.26 ,Swipe Transaction,44795,Norwalk,OH,44857,3780,
7478153,1/1/2010 15:55,1668,4185,$41.37 ,Swipe Transaction,26810,Danville,NH,3819,5541,
7478154,1/1/2010 15:56,1668,4185,$64.00 ,Swipe Transaction,26810,Danville,NH,3819,5541,
7478155,1/1/2010 15:56,1766,3684,$1.06 ,Swipe Transaction,14528,Milwaukee,WI,53206,5499,
7478156,1/1/2010 15:56,1940,5451,$23.20 ,Swipe Transaction,81922,Corona,NY,11368,5813,
7478157,1/1/2010 15:57,178,4261,$123.70 ,Online Transaction,42967,ONLINE,,,4900,
7478158,1/1/2010 15:57,846,221,$10.03 ,Swipe Transaction,68671,Walnut,IA,51577,5541,
7478159,1/1/2010 15:57,875,193,$13.12 ,Swipe Transaction,75936,Tuscaloosa,AL,35405,5814,
7478160,1/1/2010 15:57,908,5154,$16.77 ,Swipe Transaction,3306,Garner,NC,27529,7538,
7478161,1/1/2010 15:57,933,2523,$23.73 ,Swipe Transaction,45926,Skiatook,OK,74070,5814,
7478163,1/1/2010 15:57,1083,5173,$18.94 ,Online Transaction,16798,ONLINE,,,4121,
7478164,1/1/2010 15:57,1098,5179,($69.00),Swipe Transaction,50867,Hawarden,IA,51023,5541,
7478165,1/1/2010 15:57,1147,2042,$118.70 ,Swipe Transaction,16790,Houston,TX,77060,3389,
7478166,1/1/2010 15:57,1236,5351,$25.57 ,Swipe Transaction,13932,Colorado Springs,CO,80913,5651,
7478167,1/1/2010 15:57,1533,4625,$69.92 ,Swipe Transaction,75936,Indianapolis,IN,46237,5814,
7478168,1/1/2010 15:57,1575,2112,$0.96 ,Swipe Transaction,14528,Sarasota,FL,34235,5499,
7478169,1/1/2010 15:57,1786,1000,$34.06 ,Swipe Transaction,45989,Louisville,OH,44641,5813,
7478170,1/1/2010 15:58,566,4547,$14.63 ,Swipe Transaction,7929,Mc Bee,SC,29101,5411,
7478171,1/1/2010 15:58,1295,3318,$54.59 ,Swipe Transaction,32175,Duluth,MN,55808,7538,
7478172,1/1/2010 15:58,1538,3206,$36.07 ,Swipe Transaction,50517,Green Lane,PA,18054,4121,
7478173,1/1/2010 15:59,320,3384,$43.54 ,Swipe Transaction,59935,Tucson,AZ,85710,5499,
7478174,1/1/2010 15:59,1659,185,$21.83 ,Swipe Transaction,10186,Wauconda,IL,60084,5812,
7478176,1/1/2010 15:59,1736,113,($82.00),Swipe Transaction,61195,Brooklyn,NY,11211,5541,
7478175,1/1/2010 15:59,1736,113,$82.00 ,Swipe Transaction,61195,Brooklyn,NY,11211,5541,
7478178,1/1/2010 16:00,464,3233,$80.00 ,Swipe Transaction,27092,Orlando,FL,32807,4829,
7478179,1/1/2010 16:00,954,2220,$14.02 ,Swipe Transaction,51238,Riverside,CA,92505,5310,
7478180,1/1/2010 16:00,1444,5965,$18.07 ,Online Transaction,16798,ONLINE,,,4121,
7478181,1/1/2010 16:00,1671,5785,$122.03 ,Swipe Transaction,31883,Atlantic City,NJ,8401,7995,
7478182,1/1/2010 16:01,126,5872,$12.64 ,Swipe Transaction,3919,Little Rock,AR,72209,5411,
7478184,1/1/2010 16:01,1452,3801,$111.28 ,Swipe Transaction,96896,Houston,TX,77056,5310,
7478185,1/1/2010 16:01,1963,4565,$18.66 ,Online Transaction,18563,ONLINE,,,4121,
7478186,1/1/2010 16:01,1976,1171,$492.52 ,Swipe Transaction,51593,Hampstead,MD,21074,7995,
7478187,1/1/2010 16:02,171,3704,$55.08 ,Swipe Transaction,59935,Greenville,SC,29607,5499,
7478188,1/1/2010 16:02,476,1070,$39.98 ,Swipe Transaction,83743,Zion Grove,PA,17985,7538,
7478191,1/1/2010 16:02,1500,5180,$96.78 ,Swipe Transaction,45063,Elk Grove,CA,95624,5310,
7478193,1/1/2010 16:04,476,1070,($68.00),Swipe Transaction,59935,Alburtis,PA,18011,5499,
7478195,1/1/2010 16:04,814,2955,$14.40 ,Swipe Transaction,40122,Palm Bay,FL,32905,5813,
7478198,1/1/2010 16:05,879,2192,$9.14 ,Swipe Transaction,61195,Brownsville,TX,78521,5541,
7478200,1/1/2010 16:06,1080,2562,$16.08 ,Swipe Transaction,78940,Eastman,GA,31023,5813,
7478202,1/1/2010 16:07,50,5471,$7.05 ,Swipe Transaction,17613,Iron Mountain,MI,49801,5411,
7478203,1/1/2010 16:07,198,3647,$83.44 ,Swipe Transaction,60569,Tampa,FL,33611,5300,
7478204,1/1/2010 16:07,363,5364,$10.40 ,Swipe Transaction,13067,Vatican City,Vatican City,,5411,
7478206,1/1/2010 16:07,1107,8,$57.00 ,Swipe Transaction,22204,Conklin,NY,13748,5541,
7478207,1/1/2010 16:09,113,5041,$19.82 ,Swipe Transaction,96964,North Richland Hills,TX,76180,5947,
7478208,1/1/2010 16:09,349,4314,$1.07 ,Swipe Transaction,86438,Orrville,OH,44667,5499,
7478209,1/1/2010 16:09,1595,2429,$47.28 ,Swipe Transaction,84146,Bronx,NY,10463,5211,
7478211,1/1/2010 16:10,152,2848,$115.12 ,Swipe Transaction,75781,Russellville,AL,35653,5411,
7478212,1/1/2010 16:10,737,148,$79.80 ,Swipe Transaction,46284,Grants Pass,OR,97526,5411,
7478213,1/1/2010 16:10,1479,1139,$29.03 ,Online Transaction,39021,ONLINE,,,4784,
7478215,1/1/2010 16:11,152,2848,$101.62 ,Swipe Transaction,75781,Russellville,AL,35653,5411,Insufficient Balance
7478216,1/1/2010 16:11,476,1070,$94.09 ,Swipe Transaction,59935,Alburtis,PA,18011,5499,
7478217,1/1/2010 16:11,502,2018,$89.46 ,Swipe Transaction,81833,Ford City,PA,16226,5912,
7478219,1/1/2010 16:11,1391,4107,$42.61 ,Online Transaction,39021,ONLINE,,,4784,
7478221,1/1/2010 16:12,1107,8,($57.00),Swipe Transaction,22204,Conklin,NY,13748,5541,
7478222,1/1/2010 16:12,1251,5156,$15.14 ,Online Transaction,15143,ONLINE,,,4784,
7478223,1/1/2010 16:12,1475,1177,$2.57 ,Swipe Transaction,14528,Ewa Beach,HI,96706,5499,
7478224,1/1/2010 16:12,1963,3317,$125.66 ,Swipe Transaction,72719,Vacaville,CA,95687,7922,
7478225,1/1/2010 16:13,96,3773,$102.17 ,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7478226,1/1/2010 16:13,320,1144,$12.50 ,Swipe Transaction,54412,Tucson,AZ,85710,5300,
7478227,1/1/2010 16:14,122,3794,($381.00),Swipe Transaction,44795,Marysville,OH,43040,3780,
7478228,1/1/2010 16:14,630,2059,$85.90 ,Swipe Transaction,60569,Jacksonville,FL,32220,5300,
7478229,1/1/2010 16:14,1100,5079,$169.50 ,Swipe Transaction,48919,Miller Place,NY,11764,5311,
7478232,1/1/2010 16:15,90,2991,$28.64 ,Online Transaction,50404,ONLINE,,,4784,
7478233,1/1/2010 16:16,96,3773,($86.00),Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7478234,1/1/2010 16:16,171,3704,($96.00),Swipe Transaction,59935,Greenville,SC,29607,5499,
7478235,1/1/2010 16:16,1227,122,$79.11 ,Swipe Transaction,32175,South Lyon,MI,48178,7538,
7478237,1/1/2010 16:16,1686,2617,$149.95 ,Swipe Transaction,2177,Louisville,CO,80027,5411,
7478238,1/1/2010 16:16,1817,2530,$27.80 ,Online Transaction,18563,ONLINE,,,4121,
7478239,1/1/2010 16:16,1940,4218,$23.19 ,Swipe Transaction,81922,Corona,NY,11368,5813,
7478241,1/1/2010 16:17,1341,1008,$2.83 ,Online Transaction,18563,ONLINE,,,4121,
7478242,1/1/2010 16:17,1356,4752,$12.82 ,Swipe Transaction,22204,Conrath,WI,54731,5541,
7478243,1/1/2010 16:17,1896,4272,$2.05 ,Swipe Transaction,45926,Monroe,MI,48161,5814,
7478244,1/1/2010 16:18,633,2597,$19.33 ,Swipe Transaction,26810,Gardena,CA,90249,5541,
7478245,1/1/2010 16:19,96,3773,$86.00 ,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7478247,1/1/2010 16:19,356,3251,$50.46 ,Swipe Transaction,86410,Arab,AL,35016,5211,
7478248,1/1/2010 16:19,1107,8,$38.30 ,Swipe Transaction,22204,Conklin,NY,13748,5541,
7478250,1/1/2010 16:19,1648,2624,$66.48 ,Swipe Transaction,36934,Morris Plains,NJ,7950,7538,
7478251,1/1/2010 16:19,1967,4494,$24.63 ,Swipe Transaction,25954,Lake Forest,CA,92630,4121,
7478252,1/1/2010 16:20,122,3794,$203.29 ,Swipe Transaction,44795,Marysville,OH,43040,3780,
7478253,1/1/2010 16:20,452,4249,$43.66 ,Online Transaction,41122,ONLINE,,,4784,
7478254,1/1/2010 16:20,947,2620,$142.60 ,Swipe Transaction,31088,Brooklyn,NY,11232,4900,
7478255,1/1/2010 16:21,107,5349,$100.00 ,Swipe Transaction,27092,Lonoke,AR,72086,4829,
7478256,1/1/2010 16:21,217,174,$60.32 ,Swipe Transaction,27770,Summit Argo,IL,60501,7538,
7478257,1/1/2010 16:21,476,1070,$68.00 ,Swipe Transaction,59935,Alburtis,PA,18011,5499,
7478258,1/1/2010 16:21,671,5592,$16.69 ,Swipe Transaction,47278,Glendale,CA,91204,5977,
7478259,1/1/2010 16:21,1226,4159,$83.40 ,Swipe Transaction,60569,West Linn,OR,97068,5300,
7478260,1/1/2010 16:21,1263,140,$44.16 ,Online Transaction,39021,ONLINE,,,4784,
7478261,1/1/2010 16:21,1443,4730,$65.27 ,Swipe Transaction,34488,Arcadia,CA,91007,7802,
7478262,1/1/2010 16:21,1659,3438,$33.22 ,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7478263,1/1/2010 16:22,287,5783,$1.33 ,Swipe Transaction,14528,Hull,TX,77564,5499,
7478264,1/1/2010 16:22,613,1191,$11.86 ,Swipe Transaction,75781,Maywood,IL,60153,5411,
7478265,1/1/2010 16:22,837,160,$47.79 ,Swipe Transaction,31295,Quincy,MA,2169,5310,
7478266,1/1/2010 16:22,1807,165,$31.12 ,Swipe Transaction,66428,Bronx,NY,10463,4121,
7478268,1/1/2010 16:22,1846,5181,$5.18 ,Swipe Transaction,46474,Imboden,AR,72434,7538,
7478269,1/1/2010 16:22,1898,5122,$17.05 ,Swipe Transaction,32606,Abbeville,AL,36310,7832,
7478270,1/1/2010 16:23,359,2489,$4.04 ,Swipe Transaction,59618,Elfers,FL,34680,5921,
7478272,1/1/2010 16:24,621,4944,$27.72 ,Swipe Transaction,19756,Port Orange,FL,32129,7832,
7478273,1/1/2010 16:24,872,4132,$100.00 ,Swipe Transaction,27092,Maywood,IL,60153,4829,
7478274,1/1/2010 16:24,1075,3287,$31.67 ,Online Transaction,16798,ONLINE,,,4121,
7478275,1/1/2010 16:24,1169,2485,$36.45 ,Swipe Transaction,89707,Round Rock,TX,78665,4121,
7478277,1/1/2010 16:25,171,3704,$96.00 ,Swipe Transaction,59935,Greenville,SC,29607,5499,
7478278,1/1/2010 16:25,1616,4734,$24.74 ,Online Transaction,16798,ONLINE,,,4121,
7478279,1/1/2010 16:26,1,4652,$22.77 ,Swipe Transaction,17708,Pensacola,FL,32504,4121,
7478280,1/1/2010 16:26,32,3850,$26.21 ,Online Transaction,39021,ONLINE,,,4784,
7478281,1/1/2010 16:26,1096,3012,$4.26 ,Swipe Transaction,46983,Syracuse,NY,13212,5912,
7478285,1/1/2010 16:27,1237,2017,$12.21 ,Swipe Transaction,82585,Waukegan,IL,60085,7832,
7478286,1/1/2010 16:27,1684,94,$24.75 ,Online Transaction,39021,ONLINE,,,4784,
7478287,1/1/2010 16:28,1173,4696,$86.58 ,Swipe Transaction,36545,Casper,WY,82604,5651,
7478288,1/1/2010 16:29,106,1037,$8.81 ,Swipe Transaction,50783,Indianapolis,IN,46217,5411,
7478290,1/1/2010 16:29,1173,3214,$120.00 ,Swipe Transaction,27092,Gillette,WY,82716,4829,
7478293,1/1/2010 16:30,377,4669,$22.86 ,Online Transaction,18563,ONLINE,,,4121,
7478294,1/1/2010 16:30,457,3751,$143.77 ,Swipe Transaction,55235,Charlotte,NC,28215,5300,
7478295,1/1/2010 16:30,604,3434,$63.78 ,Swipe Transaction,20561,Kennett Square,PA,19348,5912,
7478296,1/1/2010 16:30,852,4187,($64.00),Swipe Transaction,59935,Gainesville,FL,32653,5499,
7478298,1/1/2010 16:30,1644,3001,$57.05 ,Swipe Transaction,6827,Westminster,SC,29693,5411,
7478299,1/1/2010 16:31,114,3398,$27.86 ,Online Transaction,15143,ONLINE,,,4784,
7478301,1/1/2010 16:31,1846,5181,$7.07 ,Swipe Transaction,46474,Imboden,AR,72434,7538,
7478302,1/1/2010 16:32,77,2438,($470.00),Swipe Transaction,57133,Waianae,HI,96792,3730,
7478303,1/1/2010 16:32,387,4601,$40.00 ,Swipe Transaction,27092,Berea,OH,44017,4829,
7478304,1/1/2010 16:32,452,4249,$24.13 ,Online Transaction,41122,ONLINE,,,4784,
7478305,1/1/2010 16:32,1279,4252,$1.13 ,Swipe Transaction,14528,Novi,MI,48375,5499,
7478306,1/1/2010 16:32,1344,1027,$35.71 ,Swipe Transaction,43293,Utica,MI,48315,5499,
7478307,1/1/2010 16:32,1626,4572,$37.42 ,Online Transaction,39021,ONLINE,,,4784,
7478308,1/1/2010 16:32,1664,5147,$1.61 ,Swipe Transaction,14528,Ann Arbor,MI,48103,5499,
7478309,1/1/2010 16:32,1901,2158,($92.00),Swipe Transaction,59935,Miami,FL,33125,5499,
7478310,1/1/2010 16:33,52,4976,$130.44 ,Swipe Transaction,60569,Poughkeepsie,NY,12601,5300,
7478311,1/1/2010 16:33,122,3794,$121.90 ,Swipe Transaction,15426,Orlando,FL,32825,3390,
7478312,1/1/2010 16:33,704,2168,$254.90 ,Swipe Transaction,20916,Mount Vernon,NY,10550,5651,
7478313,1/1/2010 16:33,888,5377,$100.48 ,Swipe Transaction,60569,Jonesboro,AR,72401,5300,
7478314,1/1/2010 16:33,954,5586,$14.62 ,Swipe Transaction,27274,Riverside,CA,92505,5411,
7478315,1/1/2010 16:34,106,1037,$6.64 ,Swipe Transaction,50783,Indianapolis,IN,46217,5411,
7478317,1/1/2010 16:34,1286,5798,$239.33 ,Swipe Transaction,67570,Youngstown,NY,14174,5311,
7478318,1/1/2010 16:34,1452,3801,$82.00 ,Swipe Transaction,50867,Houston,TX,77056,5541,
7478319,1/1/2010 16:35,96,5175,$109.43 ,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7478320,1/1/2010 16:35,816,2968,$19.07 ,Swipe Transaction,34390,Bristol,TN,37620,5813,
7478321,1/1/2010 16:35,1128,4548,$21.70 ,Online Transaction,39021,ONLINE,,,4784,
7478322,1/1/2010 16:35,1452,3801,$18.75 ,Swipe Transaction,50867,Houston,TX,77056,5541,
7478323,1/1/2010 16:35,1605,3231,$699.07 ,Swipe Transaction,38489,Springboro,OH,45066,3058,
7478324,1/1/2010 16:35,1897,4948,$23.13 ,Online Transaction,39021,ONLINE,,,4784,
7478325,1/1/2010 16:36,150,2852,$142.63 ,Swipe Transaction,61195,Lorton,VA,22079,5541,Insufficient Balance
7478326,1/1/2010 16:36,852,4187,$63.07 ,Swipe Transaction,59935,Gainesville,FL,32653,5499,
7478327,1/1/2010 16:36,1618,5363,$46.95 ,Swipe Transaction,11468,Middletown,NY,10940,5970,
7478328,1/1/2010 16:37,1344,1027,($96.00),Swipe Transaction,43293,Utica,MI,48315,5499,
7478329,1/1/2010 16:37,1417,2975,$21.80 ,Swipe Transaction,50783,Haslett,MI,48840,5411,
7478330,1/1/2010 16:37,1567,2916,$3.62 ,Swipe Transaction,28395,Vestal,NY,13850,5541,
7478331,1/1/2010 16:37,1718,4706,$13.35 ,Swipe Transaction,55049,West Covina,CA,91792,5921,
7478332,1/1/2010 16:38,77,2438,$266.74 ,Swipe Transaction,57133,Waianae,HI,96792,3730,
7478333,1/1/2010 16:38,1098,4626,($93.00),Swipe Transaction,59935,Granville,IA,51022,5499,
7478334,1/1/2010 16:38,1538,3206,$191.77 ,Swipe Transaction,80353,Green Lane,PA,18054,7011,
7478335,1/1/2010 16:38,1609,4681,$33.85 ,Swipe Transaction,45926,Burke,VA,22015,5814,
7478336,1/1/2010 16:38,1901,2158,$92.00 ,Swipe Transaction,59935,Miami,FL,33125,5499,
7478337,1/1/2010 16:38,1956,1125,$20.00 ,Swipe Transaction,27092,Corona,CA,92880,4829,
7478338,1/1/2010 16:39,1296,67,$54.47 ,Swipe Transaction,86313,Longwood,FL,32750,5300,
7478339,1/1/2010 16:39,1843,249,$27.23 ,Swipe Transaction,99370,Belvidere,IL,61008,5311,
7478340,1/1/2010 16:39,1881,4653,$3.22 ,Swipe Transaction,13523,Inkster,MI,48141,5310,
7478341,1/1/2010 16:40,275,3911,($398.00),Swipe Transaction,49637,Susanville,CA,96130,3509,
7478343,1/1/2010 16:40,1008,2592,$11.91 ,Online Transaction,18563,ONLINE,,,4121,
7478345,1/1/2010 16:40,1857,5089,$23.78 ,Swipe Transaction,97974,Florham Park,NJ,7932,5812,
7478346,1/1/2010 16:41,68,5435,$60.00 ,Swipe Transaction,27092,Cedarburg,WI,53012,4829,
7478347,1/1/2010 16:41,120,5813,($86.00),Swipe Transaction,59935,Franklin,WI,53132,5499,
7478348,1/1/2010 16:41,1026,2870,$4.20 ,Swipe Transaction,22204,Clovis,CA,93619,5541,
7478349,1/1/2010 16:41,1147,2042,$38.91 ,Online Transaction,39021,ONLINE,,,4784,
7478350,1/1/2010 16:41,1452,3801,($82.00),Swipe Transaction,50867,Houston,TX,77056,5541,
7478351,1/1/2010 16:41,1880,2014,$46.41 ,Swipe Transaction,75781,Milwaukee,WI,53212,5411,
7478352,1/1/2010 16:42,1348,4982,$2.79 ,Swipe Transaction,75781,Brooklyn,NY,11215,5411,
7478353,1/1/2010 16:42,1613,4549,$13.40 ,Swipe Transaction,92741,Belgrade,ME,4917,5813,
7478354,1/1/2010 16:43,150,2852,$96.56 ,Swipe Transaction,61195,Lorton,VA,22079,5541,
7478358,1/1/2010 16:43,840,37,$159.19 ,Swipe Transaction,34490,Fremont,CA,94539,5719,
7478359,1/1/2010 16:43,1534,4250,$99.00 ,Swipe Transaction,61195,Cherry Hill,NJ,8003,5541,
7478360,1/1/2010 16:43,1538,3206,($473.00),Swipe Transaction,80353,Green Lane,PA,18054,7011,
7478361,1/1/2010 16:44,285,2156,$140.00 ,Swipe Transaction,27092,San Jose,CA,95111,4829,
7478362,1/1/2010 16:44,641,4718,$37.62 ,Swipe Transaction,75936,Columbus,OH,43228,5814,
7478363,1/1/2010 16:44,733,2529,$29.34 ,Swipe Transaction,17984,Woodway,TX,76712,5411,
7478364,1/1/2010 16:44,1240,3876,$19.30 ,Swipe Transaction,38066,Coshocton,OH,43812,5813,
7478365,1/1/2010 16:44,1247,5837,$160.00 ,Swipe Transaction,27092,Bakersfield,CA,93313,4829,
7478366,1/1/2010 16:44,1341,1008,$28.19 ,Online Transaction,39021,ONLINE,,,4784,
7478367,1/1/2010 16:44,1443,254,$44.06 ,Online Transaction,23446,ONLINE,,,7801,
7478368,1/1/2010 16:44,1654,4276,$33.15 ,Online Transaction,16798,ONLINE,,,4121,
7478369,1/1/2010 16:45,122,3794,($310.00),Swipe Transaction,15426,Orlando,FL,32825,3390,
7478370,1/1/2010 16:45,321,5755,$38.25 ,Swipe Transaction,81215,Merrill,WI,54452,5812,
7478372,1/1/2010 16:45,1258,5951,$4.86 ,Swipe Transaction,46284,Monterey Park,CA,91754,5411,
7478373,1/1/2010 16:45,1567,2916,($58.00),Swipe Transaction,28395,Vestal,NY,13850,5541,
7478374,1/1/2010 16:45,1763,4297,$57.97 ,Swipe Transaction,25887,Minneapolis,MN,55429,5814,
